index,timestamp,participant,target_type,target_id,target_name,render_index,description,presentation_number,target_presentations,description_review_status,description_flag_type,description_review_note
193,2026-09-04 10:12:39,Mann,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,green shaft,1,1,ok,,
194,2026-09-04 10:12:45,Mann,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,blue shaft,1,1,ok,,
195,2026-09-04 10:13:21,Mann,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,white gear,1,1,ok,,
196,2026-09-04 10:13:47,Mann,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,left red gear,1,1,ok,,
197,2026-09-04 10:13:52,Mann,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,right red gear,1,1,ok,,
198,2026-09-04 10:14:00,Mann,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,left green gear,1,1,ok,,
199,2026-09-04 10:14:06,Mann,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,right green gear,1,1,ok,,
200,2026-09-04 10:14:19,Mann,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,left blue gear,1,1,ok,,
201,2026-09-04 10:14:52,Mann,individual_part,Bearing.stl,BEARING,19,left green bearing,1,1,questionable,material_color,"Bearing is rendered black, but the description says green. The color may instead refer to the associated colored assembly row, so this is not treated as definitely wrong."
202,2026-09-04 10:15:28,Mann,individual_part,Row1_Screws.stl,SCREW_ROW1,20,left white screw for row 1,1,1,questionable,material_color,Row 1 screw is rendered silver; white may be a perceptual synonym under bright lighting.
203,2026-09-04 10:15:43,Mann,individual_part,Row2_Screws.stl,SCREW_ROW2,21,left red screw for row 2,1,1,questionable,material_color,"Row 2 screw is rendered black, but the description says red. The color may instead refer to the associated colored assembly row, so this is not treated as definitely wrong."
204,2026-09-04 10:15:56,Mann,individual_part,Row3_Screws.stl,SCREW_ROW3,22,right green screw for row 3,1,1,questionable,material_color,"Row 3 screw is rendered black, but the description says green. The color may instead refer to the associated colored assembly row, so this is not treated as definitely wrong."
205,2026-09-04 10:16:19,Mann,individual_part,Row4_Screws.stl,SCREW_ROW4,23,right blue screw for row 4,1,1,questionable,material_color,"Row 4 screw is rendered silver, but the description says blue. The color may instead refer to the associated colored assembly row, so this is not treated as definitely wrong."
206,2026-09-04 10:16:50,Mann,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,white right handle,1,1,ok,,
207,2026-09-04 10:16:59,Mann,individual_part,BaseBoard.stl,BASE_BOARD,25,black bottom board,1,1,ok,,
208,2026-09-04 10:17:17,Mann,individual_part,WoodenPin.stl,PIN,26,right wooden pin for green,1,1,ok,,
209,2026-09-04 13:08:53,Kuber,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,a white gearstand on the left,1,1,ok,,
210,2026-09-04 13:09:14,Kuber,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,row 1 right gear stand,1,1,ok,,
211,2026-09-04 13:09:27,Kuber,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,row 2 left gear stand,1,1,ok,,
212,2026-09-04 13:09:36,Kuber,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,red gear stand on the right,1,1,ok,,
213,2026-09-04 13:09:47,Kuber,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,green gear stand on the left,1,1,ok,,
214,2026-09-04 13:10:04,Kuber,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,right gear stand in row 3,1,1,ok,,
215,2026-09-04 13:10:13,Kuber,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,left blue gear stand,1,1,ok,,
216,2026-09-04 13:10:22,Kuber,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,row 4 gear stand on the right,1,1,ok,,
217,2026-09-04 13:10:48,Kuber,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,row 1 rod,1,1,ok,,
218,2026-09-04 13:10:52,Kuber,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,red rod,1,1,ok,,
219,2026-09-04 13:11:00,Kuber,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,rod for row 3,1,1,ok,,
220,2026-09-04 13:11:06,Kuber,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,blue rod,1,1,ok,,
221,2026-09-04 13:11:13,Kuber,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,white gear on the left,1,1,ok,,
222,2026-09-04 13:11:23,Kuber,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,row 2 left gear,1,1,ok,,
223,2026-09-04 13:11:27,Kuber,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,row 2 right gear,1,1,ok,,
224,2026-09-04 13:11:33,Kuber,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,green left gear,1,1,ok,,
225,2026-09-04 13:11:37,Kuber,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,green right gear,1,1,ok,,
226,2026-09-04 13:11:42,Kuber,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,blue left gear,1,1,ok,,
227,2026-09-04 13:11:51,Kuber,individual_part,Bearing.stl,BEARING,19,row 3 left bearing,1,1,ok,,
228,2026-09-04 13:12:03,Kuber,individual_part,Row1_Screws.stl,SCREW_ROW1,20,row 1 left screw,1,1,ok,,
229,2026-09-04 13:12:16,Kuber,individual_part,Row2_Screws.stl,SCREW_ROW2,21,red screw on the left,1,1,questionable,material_color,"Row 2 screw is rendered black, but the description says red. The color may instead refer to the associated colored assembly row, so this is not treated as definitely wrong."
230,2026-09-04 13:12:30,Kuber,individual_part,Row3_Screws.stl,SCREW_ROW3,22,right green screw,1,1,questionable,material_color,"Row 3 screw is rendered black, but the description says green. The color may instead refer to the associated colored assembly row, so this is not treated as definitely wrong."
231,2026-09-04 13:12:41,Kuber,individual_part,Row4_Screws.stl,SCREW_ROW4,23,row 4 right screw,1,1,ok,,
232,2026-09-04 13:12:51,Kuber,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,handle on the right of row 1,1,1,ok,,
233,2026-09-04 13:13:11,Kuber,individual_part,BaseBoard.stl,BASE_BOARD,25,baseboard,1,1,ok,,
234,2026-09-04 13:13:26,Kuber,individual_part,WoodenPin.stl,PIN,26,pin on the right of row 3,1,1,ok,,
235,2026-09-04 16:21:59,Apoorva,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,"Row 1, left component (gearstand)with circle marking",1,1,ok,,
236,2026-09-04 16:22:54,Apoorva,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,"row 1, right gearstand, white colour",1,1,ok,,
237,2026-09-04 16:23:42,Apoorva,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,"row 2, left gearstand, red colour , triangle marking",1,1,ok,,
238,2026-09-04 16:24:39,Apoorva,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,"row 2, left gearstand, red colour, triangle marking",1,1,wrong,side,"Target is STAND_ROW2_RIGHT, but the description says left."
239,2026-09-04 16:26:07,Apoorva,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,"Row 3, left gearsatnd, hexagon marking, green colour",1,1,ok,,
240,2026-09-04 16:26:39,Apoorva,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,"row 3, right gearstand, hexagon marking, green colour",1,1,ok,,
241,2026-09-04 16:27:14,Apoorva,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,"row 4, square marking, blue colour, gearstand",1,1,ok,,
242,2026-09-04 16:27:48,Apoorva,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,"row 4, right gearstand, blue colour, square marking",1,1,ok,,
243,2026-09-04 16:28:09,Apoorva,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,"row 1, rod, white colour",1,1,ok,,
244,2026-09-04 16:28:21,Apoorva,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,"row 2 rod, red colour",1,1,ok,,
245,2026-09-04 16:28:34,Apoorva,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,"row 3 rod, green colour",1,1,ok,,
246,2026-09-04 16:28:49,Apoorva,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,"row 4 rod, blue colour",1,1,ok,,
247,2026-09-04 16:29:09,Apoorva,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,"row 1 gear, white colour",1,1,ok,,
248,2026-09-04 16:29:21,Apoorva,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,"row 2 gear, red colour",1,1,ok,,
249,2026-09-04 16:29:52,Apoorva,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,"row 2 right gear (bigger one), red colour",1,1,ok,,
250,2026-09-04 16:30:14,Apoorva,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,row 3 green smaller gear (left one),1,1,ok,,
251,2026-09-04 16:30:48,Apoorva,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,"row 3, green, bigger gear (right one)",1,1,ok,,
252,2026-09-04 16:31:17,Apoorva,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,"row 4 gear, blue colour",1,1,ok,,
253,2026-09-04 16:31:58,Apoorva,individual_part,Bearing.stl,BEARING,19,"Row 1 bearing, white",1,1,questionable,material_color,"Bearing is rendered black, but the description says white. The color may instead refer to the associated colored assembly row, so this is not treated as definitely wrong."
254,2026-09-04 16:32:53,Apoorva,individual_part,Row1_Screws.stl,SCREW_ROW1,20,row 1 screw,1,1,ok,,
255,2026-09-04 16:33:10,Apoorva,individual_part,Row2_Screws.stl,SCREW_ROW2,21,row 2 screw,1,1,ok,,
256,2026-09-04 16:33:23,Apoorva,individual_part,Row3_Screws.stl,SCREW_ROW3,22,row 3 screw,1,1,ok,,
257,2026-09-04 16:33:32,Apoorva,individual_part,Row4_Screws.stl,SCREW_ROW4,23,row 4 screw,1,1,ok,,
258,2026-09-04 16:34:07,Apoorva,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,"row 1, handle, white",1,1,ok,,
259,2026-09-04 16:34:20,Apoorva,individual_part,BaseBoard.stl,BASE_BOARD,25,"the base, board",1,1,ok,,
260,2026-09-04 16:34:33,Apoorva,individual_part,WoodenPin.stl,PIN,26,wooden pin,1,1,ok,,
261,2026-09-05 09:50:34,Arunn,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,Left side white gear stand labeled with a circle,1,1,ok,,
262,2026-09-05 09:51:33,Arunn,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,Right side white gear stand; it has a through hole with an internal shoulder,1,1,ok,,
263,2026-09-05 09:51:58,Arunn,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,Left side gear stand; it is red and is labeled with a triangle,1,1,ok,,
264,2026-09-05 09:52:45,Arunn,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,Right side gear stand; it is red and labeled with a triangle,1,1,ok,,
265,2026-09-05 09:53:23,Arunn,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,Left side green gear stand; it is labeled with a hexagon,1,1,ok,,
266,2026-09-05 09:53:36,Arunn,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,Right side green gear stand; it is labeled with a hexagon,1,1,ok,,
267,2026-09-05 09:53:59,Arunn,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,Left side blue gear stand; it is labeled with a square,1,1,ok,,
268,2026-09-05 09:54:06,Arunn,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,Right side blue gear stand; it is labeled with a square,1,1,ok,,
269,2026-09-05 09:54:53,Arunn,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,White gear shaft; it is the longest of the four shafts,1,1,ok,,
270,2026-09-05 09:55:11,Arunn,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,Red gear shaft,1,1,ok,,
271,2026-09-05 09:55:17,Arunn,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,Green gear shaft,1,1,ok,,
272,2026-09-05 09:55:24,Arunn,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,Blue gear shaft,1,1,ok,,
273,2026-09-05 09:56:25,Arunn,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,White input gear; there is a circle embossed on the face without the shaft collar,1,1,ok,,
274,2026-09-05 09:57:35,Arunn,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,"Small red gear; it has 20 teeth, and there is a triangle embossed on one face",1,1,ok,,
275,2026-09-05 09:58:39,Arunn,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,Large red gear; it has 32 teeth and is marked with a triangle on one face,1,1,ok,,
276,2026-09-05 09:59:42,Arunn,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,Small green gear; it has 20 teeth and is marked with a hexagon on one face,1,1,ok,,
277,2026-09-05 10:00:28,Arunn,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,Large green gear; it has 24 teeth and is marked with a hexagon on one face,1,1,ok,,
278,2026-09-05 10:01:24,Arunn,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,Large blue output gear; it has 42 teeth and is marked with a square on one face,1,1,ok,,
279,2026-09-05 10:02:31,Arunn,individual_part,Bearing.stl,BEARING,19,"Black bearing for shafts; it has two rectangular keyways cut along the length of the bearing, 180 degrees apart",1,1,ok,,
280,2026-09-05 10:03:29,Arunn,individual_part,Row1_Screws.stl,SCREW_ROW1,20,Socket head screw that is used on Row 1,1,1,ok,,
281,2026-09-05 10:04:26,Arunn,individual_part,Row2_Screws.stl,SCREW_ROW2,21,Button head screw used in Row 2,1,1,ok,,
282,2026-09-05 10:04:44,Arunn,individual_part,Row3_Screws.stl,SCREW_ROW3,22,Button head screw used in Row 3,1,1,ok,,
283,2026-09-05 10:05:23,Arunn,individual_part,Row4_Screws.stl,SCREW_ROW4,23,Flat headed screw with thin head used in Row 4,1,1,questionable,part_subtype,Row 4 uses a pan-head Phillips screw; “flat headed” may be an inaccurate subtype description.
284,2026-09-05 10:05:33,Arunn,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,Input handle,1,1,ok,,
285,2026-09-05 10:05:41,Arunn,individual_part,BaseBoard.stl,BASE_BOARD,25,Black base plate,1,1,ok,,
286,2026-09-05 10:05:59,Arunn,individual_part,WoodenPin.stl,PIN,26,Brown pin used to fix gears,1,1,ok,,
